以下実験結果です．[データ量],[再代入誤差],[汎化誤差(最大ノルム)],[汎化誤差(平均ノルム)]
10,361.5761996408606,1.0,3.1622776601683795
20,12.849224955454764,0.030049076307103437,0.04814336370970495
30,14.520533119618644,0.014452274366235442,0.02351959939846422
40,18.699173157957084,0.021402979739293282,0.05586688259429299
50,19.84066903747617,0.011058206198642728,0.03480769747001474
60,23.617591911205174,0.05049221816766195,0.15751529987960053
70,21.49433583693043,0.02589251303593885,0.09068219403343714
80,22.59630314179218,0.05260711141843502,0.12734806323272857
90,24.776703960763193,0.03939324183748168,0.1276372920868819
100,25.48461461983275,0.054530243086738234,0.13321154021259868
110,28.604867581198086,0.056912813151556114,0.20151493448480884
120,27.20817275825398,0.037653217928655884,0.13996397088301668
130,27.37000683591848,0.04838182469952607,0.14412017151216203
140,28.128832532407475,0.04783066349165013,0.1608315539035673
150,27.909416435863985,0.06328186513617626,0.17820423135714647
160,28.28512147890678,0.0793841618912335,0.19795868968909555
170,31.04567711604978,0.0641169531537071,0.2232847029418296
180,31.293180219285123,0.07765426981070064,0.2429821812589063
190,33.04496065148166,0.08986412043925722,0.29049385270174855
200,31.603158484114477,0.06609541664404753,0.19364011340404957
210,32.150518830915736,0.056534883317917756,0.21563510082546236
220,31.91127581688978,0.07547166051775032,0.22828417218398225
230,32.402328089986085,0.09320520765287452,0.250384479794285
240,31.81905438918738,0.055635429559014904,0.22196976869155416
250,31.506298676981878,0.04668332761604947,0.19865934442678754
260,32.11595661793843,0.05596765826188699,0.2107602759659012
270,31.572030315053787,0.05517222745274102,0.2102084177577953
280,36.00513596897474,0.09208064643801075,0.3452112312272653
290,32.00595916466606,0.0608099960127368,0.2363468246115351
300,32.93528055049846,0.09618965497816892,0.2770332754233606
310,32.761261170081674,0.09447340118466262,0.3103095906577102
320,32.18195221559119,0.08014061739465261,0.26878720628800473
330,32.066846625568004,0.05275028142793147,0.21746233933588316
340,32.80757029333852,0.06258000027790751,0.22750800205874844
350,33.4825350579615,0.07352301413505613,0.281477934685406
360,32.46345461667425,0.048543203393250155,0.20024229759528656
370,32.82032653374375,0.07298856729629566,0.2378734966725813
380,33.60418775402675,0.10801701738594027,0.2614563694462855
390,32.09750667988729,0.0840677708087536,0.22962243965262064
400,32.22630617883305,0.10564554106832547,0.25678700951779115
410,32.92740672799949,0.1063893921699236,0.2695334157608036
420,32.68487149758431,0.07690774420414115,0.24966089930254087
430,32.9430437802139,0.10235984933163289,0.2689320051343965
440,32.90351243197414,0.07698529396634457,0.24514987675539257
450,33.794589118641916,0.11276779229068012,0.3078772516002793
460,33.45295074303212,0.09921268461889421,0.27916869275514067
470,34.450222160791455,0.09824624315639374,0.2891752979423611
480,35.04747516041862,0.09998060941969125,0.29417950221681566
490,34.93378787093054,0.103198297801948,0.3130144007989343
500,35.055990881832386,0.11689829059428036,0.29507368387625593
510,34.08203429289469,0.10508374418846445,0.29298400364831273
520,34.67910849168508,0.10885940804182836,0.30359570546982695
530,35.33067158027356,0.12343933677535712,0.3063598163287554
540,34.99049964746245,0.10554001518696698,0.3100438805216755
550,35.78518394741743,0.09914181304109548,0.2887913019914157
560,36.099672216027365,0.10578518294245132,0.32212168490081183
570,35.55477206438186,0.10443220848815815,0.3350331822573602
580,38.800868171432434,0.13469631889928912,0.4301916873331463
590,38.325143912135424,0.133267139847556,0.42870098507626014
600,38.31811289071818,0.12279043793250109,0.4693139959765762
610,38.656087256559026,0.12000067043979454,0.4515808205860438
620,39.50347805589507,0.15111440290505848,0.5075042221415036
630,38.98108416886678,0.14577644520998506,0.47320006239956647
640,39.63522991139379,0.12074399283812794,0.4615134238494615
650,38.842055085729335,0.12378632476955498,0.4317909980090727
660,39.34638852063077,0.11041880409314687,0.431143926272713
670,39.921243661323764,0.11626366246509315,0.44313825596636003
680,40.693501560938174,0.11535761637997634,0.43255377704545445
690,40.937309775366955,0.11729620134001403,0.42783478095450755
700,39.36630866130045,0.13048720610377784,0.3994718703468169
710,41.56589555911943,0.11410036351033737,0.4009820888809918
720,39.516887336629274,0.11964475960340726,0.40116968372975115
730,41.9190512189609,0.10812029395510261,0.3896282727425687
740,42.44383913816261,0.14046451713807095,0.40583237749933115
750,42.822794536757115,0.1421547411268227,0.41684977342567564
760,42.8139986853643,0.12972588877168634,0.40615238158365013
770,43.15121563557802,0.13419606642482684,0.4328562775454782
780,45.44506033740909,0.1368086041556329,0.41900018943485823
790,43.62785396798723,0.13852548877466353,0.43550046809982956
800,44.16725478953651,0.11113723478613852,0.418984848497715
810,44.68274187876812,0.11925233654203093,0.4049766026008309
820,42.82500129135203,0.13235628326735938,0.4212732813856897
830,43.14617523183049,0.12180000788619949,0.40453141520418384
840,42.04520254990344,0.14089034588787253,0.42354553577977
850,42.25271069241433,0.12861182353285006,0.3928954541735304
860,42.5934857664892,0.12103953710734261,0.37225456892034897
870,44.35883742057526,0.14087282311677451,0.3987566723857676
880,43.97621962506043,0.11964544193525617,0.3710793124660261
890,43.19944392481053,0.11850236505776546,0.37555462625989394
900,42.24562183978953,0.12522931849000063,0.3848518037662255
910,43.83638539122926,0.13010738950016643,0.375822375345486
920,43.786540593621815,0.1257416479743193,0.37014160814454933
