以下実験結果です．[データ量],[再代入誤差],[汎化誤差(最大ノルム)],[汎化誤差(平均ノルム)]
閾値,0.3
10,331.2437073567065,1.0,3.1622776601683795
20,12.227188063549113,1.9998424375565844,2.127786244528968
30,13.804577241287017,2.5023090423391157,2.7998882924651456
40,17.483334759338042,0.5600458196602209,0.6379987829373278
50,21.74566541773126,1.3163464138263339,1.4070848382017778
60,22.801262159679986,0.55904891263077,0.65917860835365
70,26.04821338026009,0.44536732511415306,0.526833431999135
80,30.498911915752405,0.5553171513758035,0.7805039806891759
90,26.788675530292306,0.6746249112087949,0.8048317845094556
100,28.636839320953737,0.3105604159118553,0.5346933827604994
110,26.759155949010648,0.5879723618572085,0.8022342265609769
120,28.601296156876778,1.4014318708981373,2.2097375545040467
130,27.019310162060382,1.498637884104134,2.1265307884984477
140,26.856135565124216,1.567511484740713,2.2530780790673894
150,26.88095799029968,1.037542184437526,1.7868336020258258
160,26.596695569834186,1.226261030777795,2.0209127961791906
170,30.473557670629646,1.8764296584375115,3.1256657302646955
180,31.091563102970706,1.5428379920701047,3.053601261647994
190,30.744572634970798,1.4550717423372261,2.4881776585823885
200,31.43218750486528,1.73124029528138,2.5434552265719708
210,31.198982746691186,2.0717747209344277,2.7643976822339553
220,31.091333924448353,1.5292128544839962,2.6035044791386173
230,30.733438401519226,2.19220112305824,3.261574512445427
240,31.589327474122754,1.0619635016753721,1.8365593684250014
250,30.969043106111293,1.142209796146175,1.7984029916936932
260,34.4901632894474,2.204579201825701,3.5988214264548195
270,33.018478534478774,1.7525313641829843,3.183398975379115
280,32.520134277824674,2.492789116890488,4.188535045037406
290,33.70996536458054,2.2422222903400546,3.5269795060925757
300,34.47055837220035,2.6318282192560902,4.856465394831805
310,34.04694127990316,3.171947944815522,5.432467233521992
320,32.73711843333483,2.6595184560429157,4.619343302260947
330,32.34751705728102,3.0985927667500395,6.036252948133229
340,34.03976363599864,3.242979479850852,5.1303290512774264
350,33.595905989872755,4.390164038296648,6.557363458927917
360,33.16650892243658,3.859837593946408,7.184167204749003
370,33.285588981640075,3.4163103434100126,6.348304696064498
380,32.58392219321999,4.498781402643846,7.169556883168906
390,32.8516633219564,5.553507120463083,8.712988341646918
400,32.2641615004722,5.067021147780639,8.781167351059516
410,33.89946286881414,6.2173475541824965,9.604876053001265
420,34.84398823938454,6.21833105949556,9.608910201932712
430,35.66141373977427,5.135232105971878,7.870900075848406
440,36.590859353135414,6.5583765726382115,10.049921526543963
450,36.145952668097365,6.262299762428552,9.201105323699972
460,37.00138828819868,5.729230962543334,9.873144078878797
470,38.652840371962064,5.215402681449266,10.072390041875359
480,37.03217294708771,5.164974490224201,9.100804528177425
490,36.82742780471255,4.393818955896688,8.806696845712167
500,37.57796187011813,5.220849620396204,9.952561215259708
510,37.408150671633265,6.3496428458273595,12.399345530132353
520,37.185242343157924,5.334560758200756,11.75367050720987
530,37.01335394071231,6.10345287268522,12.111863770009347
540,36.941303550817715,6.221363081768984,11.628897981262922
550,36.78327551555668,6.07815845545092,10.957939506734968
560,36.71185207730481,5.189978098269587,11.309610563372875
570,36.791551024831094,5.768879571806267,11.610523148776087
580,38.41907070867747,5.939092935667534,12.952747410217013
590,37.1783998230782,6.870965536413974,12.460318366646248
600,39.482788139129426,7.50208596941257,13.912986056079616
610,37.824348679814676,6.76892602261121,12.938533485145342
620,38.44157013935892,7.035134573387539,12.913894210906157
630,37.97592058500446,6.358950356507474,12.361990866005323
640,40.3677172105215,5.4633315067793236,10.71641515546603
650,38.81386165999711,5.66930726636232,11.869504592129962
660,39.416074126062284,6.639815037545507,12.866021187703627
670,38.35792974596077,6.049315265163413,12.208124030355547
680,38.27783288095223,5.918454194328522,12.769364203031508
690,38.361450956475714,6.232849683531458,14.216163982641865
700,38.52229827137135,6.21799550328967,13.646591429179729
710,38.20944360330524,6.30317950464586,14.07638940954738
720,39.01747797034071,7.266087162354999,16.096561518111095
730,39.05417724617994,7.051607322679306,15.787509405972479
740,38.771928525061256,6.451704466141812,14.57711168986049
750,38.82591873994213,7.512796997735921,16.385526132740342
760,38.79752133703706,6.442913209500628,15.076601928217135
770,40.56927948285017,6.178885875911179,15.39188065316586
